id,active,address,birthdate,cin,city,createdon,filenum,firstname,gender,insured,job,landline,lastname,mobile,postalcode,createdby,email
644,t,0 Washington Drive,1973-04-20,OI580154,,,D644,Ansley,M,f,,906-846-1782,Hoppner,640-988-6537,23173,,
645,f,567 Springview Pass,2014-06-16,D9536781,,,D645,Ashley,F,t,,157-264-3552,Malloch,504-983-0307,18331,,
646,f,56 Pepper Wood Road,1998-07-09,A0011888,,,D646,Saundra,F,t,,864-407-3919,Crosthwaite,708-400-7794,13301,,
647,f,8812 Goodland Avenue,2015-07-16,WQ599574,,,D647,Peri,F,f,,0,Guerrero,480-127-7403,69521,,
648,f,4921 Wayridge Circle,1959-12-26,AC196125,,,D648,Krystal,M,t,,522-420-8488,Ibarra,275-558-6332,73817,,
649,t,55 Artisan Court,1951-10-12,MT827409,,,D649,Corbin,M,f,,869-203-6349,Newbegin,195-303-6830,19932,,
650,f,61896 Sheridan Point,1978-10-07,PA197429,,,D650,Lida,M,f,,971-230-5687,Leverington,461-765-7875,16208,,
651,f,0915 Holmberg Street,1959-12-25,K8426248,,,D651,Tobye,M,t,,0,Spens,377-899-0941,92152,,
652,f,59985 American Place,2011-10-05,XV665003,,,D652,Rosa,F,t,,0,Gilffillan,206-266-8966,46519,,
653,t,371 Mccormick Alley,1979-10-31,N4164137,,,D653,Sally,F,t,,0,Emmerson,115-788-8605,24925,,
654,t,9748 Birchwood Crossing,1952-01-04,CS564343,,,D654,Ailina,M,f,,694-795-4479,Greedy,202-433-0962,45859,,
655,t,396 Badeau Junction,1970-06-11,Y5263304,,,D655,Tiffi,F,f,,449-731-5907,Suggey,402-316-5235,16853,,
656,f,170 4th Circle,1975-11-20,UN524590,,,D656,Arlene,F,t,,892-913-2447,Gibbett,775-900-1832,58416,,
657,t,58 Shasta Way,1997-05-02,C4571961,,,D657,Dewie,M,f,,480-613-4605,Bellord,678-819-6991,15010,,
658,t,51915 Canary Point,1965-05-16,OC979027,,,D658,Arline,F,f,,616-836-2085,Cardillo,588-816-1674,46530,,
659,t,1 Sauthoff Pass,2020-02-15,LI550777,,,D659,Fremont,F,f,,376-565-0132,Edeler,520-510-1936,42301,,
660,t,37477 Hudson Terrace,2004-08-01,ZP213274,,,D660,Leelah,M,t,,0,Kiffe,446-888-6695,71725,,
661,t,74 La Follette Street,1979-01-29,ZT401472,,,D661,Camellia,M,t,,487-741-4550,Buncom,701-456-2860,41435,,
662,f,08559 Southridge Trail,1968-04-09,I8349568,,,D662,Penelope,M,f,,561-605-1784,Isack,894-623-9415,42362,,
663,f,40691 Springview Drive,1990-04-07,UY487725,,,D663,Robbi,F,f,,0,De Domenici,474-706-2688,52877,,
664,t,56284 Hermina Way,1958-07-21,WQ498922,,,D664,Kenneth,F,f,,994-551-0153,Jelphs,507-756-7324,29520,,
665,f,07554 Maywood Road,1954-06-07,E6466404,,,D665,Haven,F,f,,223-500-9205,Gomme,365-246-4961,90415,,
666,t,7 Autumn Leaf Way,1999-04-29,BV245380,,,D666,Terese,M,t,,812-198-5640,Bogace,616-916-4010,14047,,
667,t,2735 Declaration Center,1970-08-02,C4496824,,,D667,Donnell,M,f,,895-599-9215,Beckhouse,171-505-2518,11758,,
668,t,24 Village Green Trail,1977-01-23,M2442414,,,D668,Ladonna,M,t,,770-207-6119,Spata,555-709-7030,75512,,
669,t,7 Roth Place,1965-10-16,VZ880804,,,D669,Levey,F,f,,725-521-7238,Newey,198-350-5852,23061,,
670,t,6555 Dennis Junction,2005-03-03,NQ182410,,,D670,Bernarr,F,t,,283-478-8382,Grimston,705-159-2485,33260,,
671,t,11890 Waubesa Road,2016-04-16,I9098597,,,D671,Gregoire,F,f,,208-458-1327,O'Concannon,540-566-1520,29309,,
672,t,3 Tennessee Park,1993-06-29,BR208701,,,D672,Rosalie,M,f,,142-556-6366,Whanstall,183-605-4463,61486,,
673,f,18 Badeau Circle,1979-06-22,BR850912,,,D673,Jarrett,F,f,,506-491-5916,Krabbe,868-368-7945,68096,,
674,t,8 Troy Crossing,1986-10-22,Y6391417,,,D674,Donn,M,f,,856-165-3437,Strewther,813-932-4118,10329,,
675,t,37027 Dexter Place,1991-11-18,JU250889,,,D675,Pauline,F,t,,460-419-8226,Aubri,188-218-0205,30114,,
676,f,81 Delladonna Alley,1965-05-26,CN982369,,,D676,Raynell,M,t,,0,Martugin,592-305-4650,73775,,
677,t,7 West Trail,1961-12-18,C0704167,,,D677,Pansy,M,f,,373-902-0106,Hedylstone,686-599-7498,36193,,
678,t,919 Merry Parkway,2014-04-19,FH605294,,,D678,Kippy,F,f,,0,Raiker,183-134-8330,13512,,
679,f,6025 Union Trail,1978-01-12,JK489565,,,D679,Thain,M,f,,124-125-6293,Agastina,465-324-0694,48805,,
680,t,9581 Mendota Lane,2013-10-28,ON254237,,,D680,Jareb,F,f,,442-798-7957,Andrez,400-226-6600,30153,,
681,t,4081 Delladonna Pass,1953-07-29,XN780331,,,D681,Troy,M,t,,593-980-8225,Tallach,916-387-8665,92444,,
682,t,2 Shopko Road,2000-02-08,EK354752,,,D682,Reynold,M,t,,988-898-4450,Gillam,830-984-9090,91393,,
683,t,88 Commercial Junction,1982-06-16,YE443682,,,D683,Walden,F,t,,398-315-5867,Fairebrother,859-777-6630,30549,,
684,t,57240 Kennedy Drive,2014-04-21,TY227793,,,D684,Lalo,M,t,,297-649-2398,Bonham,673-606-8292,85637,,
685,f,48 Almo Way,2019-10-23,T2986218,,,D685,Putnam,M,t,,136-719-5294,Langman,386-580-5016,12742,,
686,f,6484 Parkside Point,2008-05-06,H8312985,,,D686,Lauretta,F,t,,653-453-1294,Ivanchov,208-437-2149,10648,,
687,t,5 Eagle Crest Lane,1967-09-21,LV974091,,,D687,Amanda,F,f,,140-913-4286,Whyteman,537-766-4693,93366,,
688,t,76 Stone Corner Center,1950-02-07,F1744886,,,D688,Vilhelmina,M,f,,124-142-1309,Axtonne,127-992-2655,45521,,
689,t,06 Burning Wood Way,2013-09-23,RE124734,,,D689,Ricard,M,t,,0,Edgington,814-866-7148,67771,,
690,t,5806 Clove Lane,2004-11-20,VJ125816,,,D690,Selig,F,f,,0,Kinloch,358-379-4777,54903,,
691,f,5 Westend Lane,1989-01-16,R3004131,,,D691,Loraine,M,t,,0,Rowbury,644-542-0172,54233,,
692,f,11 Pawling Circle,2016-05-21,KV699676,,,D692,Fanya,F,t,,0,Tomlin,897-192-5963,69881,,
693,f,05 Meadow Vale Place,1956-01-09,QS289833,,,D693,Bessy,M,t,,193-383-7118,Herrieven,729-691-9818,13841,,
694,t,3 Riverside Way,1979-01-05,HV346921,,,D694,Gerri,M,t,,0,MacPike,352-518-0481,11583,,
695,f,77 Redwing Court,1954-08-20,YL272373,,,D695,Norri,M,f,,0,Denver,814-550-3303,58282,,
696,t,40 Arapahoe Alley,2010-04-05,TV546477,,,D696,Jodi,F,f,,185-478-4661,Durbyn,911-521-0285,13437,,
697,t,8459 Menomonie Terrace,2020-09-18,JP131543,,,D697,Nanny,F,f,,190-511-2394,Maitland,766-683-0473,44624,,
698,f,0172 Sutherland Park,1988-05-11,CD354932,,,D698,Corrianne,F,f,,705-371-4226,Raund,785-351-1733,58225,,
699,f,0803 Green Center,1951-08-31,ZZ989624,,,D699,Marcia,F,t,,504-977-0777,Hilbourne,199-163-1852,10444,,
700,f,27 Bellgrove Court,1956-08-05,F2212286,,,D700,Garrard,M,t,,805-739-0412,Vasyukhnov,769-269-4018,37844,,
701,f,2540 Montana Circle,2006-02-10,SG010996,,,D701,Abraham,M,t,,969-602-9148,Langford,574-667-2019,92156,,
702,t,83 Ridgeview Terrace,2019-08-21,N4559875,,,D702,Louisette,F,f,,849-558-3376,Greengrass,921-270-6888,25275,,
703,t,09 Russell Pass,1990-09-28,I6202736,,,D703,Belinda,F,f,,0,Welbelove,724-270-9668,19692,,
704,f,3 Gale Parkway,1982-07-08,PN329426,,,D704,Zulema,F,f,,724-621-1649,McCourt,328-387-0586,52680,,
705,f,64 Caliangt Park,2019-06-03,CO485367,,,D705,Laughton,M,t,,439-498-0110,Newlin,526-806-3464,62660,,
706,t,8606 Manitowish Junction,1988-08-05,SV547850,,,D706,Bebe,M,f,,162-857-4042,Winnister,594-488-9088,38351,,
707,t,994 Namekagon Court,1952-05-13,AM581439,,,D707,Stacee,M,t,,804-259-7706,Probert,735-380-7774,89159,,
708,t,58296 Sage Circle,1967-10-24,T9351830,,,D708,Consuela,F,t,,0,McGowran,902-186-9021,80162,,
709,f,45299 Bay Drive,1972-12-20,KF779794,,,D709,Nicole,M,t,,598-666-6543,Ledster,196-602-2568,35478,,
710,f,37261 Weeping Birch Way,1984-01-01,GT411711,,,D710,Tiffie,F,t,,0,Vida,119-988-7009,46010,,
711,t,35 Farwell Alley,1978-08-05,DU493952,,,D711,Silvester,F,f,,180-577-4917,Toffolini,630-853-2539,76508,,
712,f,70 Charing Cross Plaza,1999-12-06,XN967421,,,D712,Claudetta,M,t,,0,Stephen,858-200-7455,44305,,
713,f,84 Anzinger Pass,1985-08-12,JI683210,,,D713,Cale,F,f,,275-882-2999,Aizic,289-623-1699,10375,,
714,f,0148 Rigney Street,1981-12-12,T2290122,,,D714,Stanley,F,f,,898-606-7506,Tooker,874-572-6198,53513,,
715,f,0918 Muir Point,2003-12-18,PG912572,,,D715,Caitrin,M,t,,555-802-7589,Setford,462-658-5223,37760,,
716,f,2923 Roth Parkway,1958-05-25,SI592087,,,D716,Peter,M,t,,990-929-6284,Barnwill,321-107-6029,56545,,
717,t,9 Cody Point,1982-10-21,CV801805,,,D717,Tawsha,F,t,,540-458-8258,Chivers,248-419-4849,30148,,
718,f,3425 Dahle Way,1950-06-14,YW562476,,,D718,Corrie,F,f,,232-387-8698,Bridgwater,808-745-3590,55303,,
719,t,799 Hanover Center,1956-02-17,IR373673,,,D719,Darline,M,f,,0,Palay,352-949-3866,26303,,
720,t,09 Heffernan Pass,1995-04-26,XO015135,,,D720,Gerianne,F,t,,234-830-8736,Aughton,151-423-8492,43804,,
721,f,232 Division Center,2010-09-12,BX305487,,,D721,Bab,F,f,,903-478-1533,Rushworth,734-771-2439,32139,,
722,f,4 Bartillon Pass,1992-08-11,Y4359490,,,D722,Caleb,F,t,,829-194-2831,Syde,352-233-8624,34629,,
723,t,12641 Sutteridge Circle,1989-11-02,QZ343820,,,D723,Gertrude,M,t,,584-241-0069,Balloch,805-602-6251,16232,,
724,t,50415 Northwestern Alley,2004-03-04,A7686317,,,D724,Ethelbert,F,t,,179-899-9765,Sumpter,525-526-4230,64763,,
725,t,97 Northport Center,1967-12-29,YA322002,,,D725,Kiley,F,f,,0,Eldrett,214-248-6367,37767,,
726,f,89992 Lukken Court,1992-10-21,G5286618,,,D726,Karine,F,f,,0,Gainseford,812-648-1786,79853,,
727,t,109 Spenser Place,1987-01-10,OL645233,,,D727,Gawain,M,t,,314-666-1655,Stickler,639-378-7612,45205,,
728,t,7773 Atwood Trail,1970-04-18,CW489450,,,D728,Filbert,F,f,,107-481-0629,Lawless,761-837-5756,84166,,
729,t,02495 Farmco Junction,2020-01-23,C9594933,,,D729,Frederick,M,t,,293-206-9765,Lawtie,574-893-2319,79158,,
730,t,882 Dunning Plaza,1951-01-06,JF844897,,,D730,Herta,F,f,,0,Sandeman,668-924-0235,81758,,
731,t,5 Coolidge Road,1996-09-14,FX485132,,,D731,Kip,M,f,,407-382-7639,Amies,913-928-1941,73013,,
732,t,520 Melody Terrace,1961-02-13,JY777489,,,D732,Wait,M,t,,560-956-1491,Babar,554-301-0927,10436,,
733,f,6519 Bultman Court,1982-09-16,D8153901,,,D733,Roxana,F,f,,0,O' Gara,919-753-6893,25630,,
734,f,5 Nova Center,1971-04-26,Y5108496,,,D734,Hoebart,F,t,,653-842-0044,Cantor,903-883-7848,18039,,
735,t,838 Reindahl Pass,2013-05-13,EK114969,,,D735,Gael,M,f,,218-407-6308,Scyner,681-768-9975,31329,,
736,t,8883 Dennis Trail,1989-03-30,HJ194655,,,D736,Aldin,F,f,,756-818-7767,Ribbon,739-773-5419,58074,,
737,t,53815 Gulseth Court,1954-03-29,AK074277,,,D737,Donavon,F,t,,337-359-9183,Rapa,605-555-0144,12038,,
738,t,26 Ryan Hill,1951-04-11,XN470678,,,D738,Griffy,F,f,,0,Lindfors,526-766-0111,90901,,
739,f,7048 Iowa Pass,1963-01-24,RU986700,,,D739,Kissee,F,t,,675-390-4538,Castles,475-372-0096,20157,,
740,t,4455 Maywood Alley,2009-07-03,ER465779,,,D740,Arvy,F,t,,158-233-6217,Snowman,705-533-9218,92324,,
741,t,80 Schurz Point,1956-06-07,IL774319,,,D741,Timoteo,F,f,,0,Ryott,693-266-7772,15165,,
742,f,82 Leroy Hill,1981-09-06,LX540721,,,D742,Casie,M,t,,549-284-9577,Jimpson,438-185-6278,83356,,
743,t,16738 Ludington Way,1977-09-13,EO658279,,,D743,Antonina,M,t,,195-404-4366,McAdam,479-353-7347,40930,,
744,f,63 Redwing Place,1953-02-09,DN966671,,,D744,Moise,F,t,,571-772-7119,Grady,274-473-8712,38775,,
745,f,479 Welch Place,1982-10-29,CZ084449,,,D745,Adaline,M,t,,642-393-0076,Linklater,294-228-1703,48853,,
746,t,0 Arkansas Plaza,2003-10-26,RM856988,,,D746,Sande,F,f,,457-511-7957,Kingscott,136-336-1804,69541,,
747,t,9 Golf Alley,1982-10-11,LX755991,,,D747,Doti,M,t,,305-385-2444,McIlreavy,805-411-2278,32349,,
748,f,4059 Canary Court,1974-11-25,EU831867,,,D748,Padget,F,f,,0,Maciaszek,881-976-9788,87109,,
749,f,576 Red Cloud Terrace,2011-10-18,UU021299,,,D749,Humfrey,F,f,,785-415-9479,Jaqueme,862-538-5149,26519,,
750,t,16 Sunfield Plaza,1985-05-12,M9296216,,,D750,Tore,F,f,,610-939-6117,Figgures,227-335-2912,84279,,
751,f,9043 Hooker Lane,1950-06-29,OU953686,,,D751,Angil,M,t,,429-170-9605,Stookes,904-651-5358,51980,,
752,t,6 Southridge Park,1991-09-13,OF385748,,,D752,Margo,F,f,,554-220-6626,Kierans,135-762-4907,30763,,
753,t,57 Wayridge Junction,1957-12-21,MQ934232,,,D753,Karee,F,t,,821-601-5347,Boshard,960-254-7249,73216,,
754,t,2948 Banding Crossing,1996-01-05,BT426776,,,D754,Evelyn,M,f,,0,Brithman,572-781-1221,15731,,
755,t,2 Bayside Lane,1996-12-02,OU315487,,,D755,Kleon,M,t,,793-522-7226,Perel,108-400-6373,18515,,
756,t,6183 Bartelt Park,1962-02-25,CJ921826,,,D756,Bernarr,F,t,,201-836-0497,Casford,365-274-1765,23582,,
757,f,920 Cherokee Alley,1956-01-15,TA364878,,,D757,Timofei,M,f,,545-784-9495,Ruslen,322-258-3078,27158,,
758,t,93715 Dwight Terrace,1989-12-13,CR948602,,,D758,Curtice,F,f,,162-683-3527,Chomicki,539-860-3978,78332,,
759,f,10711 Brickson Park Street,1977-08-26,TR272883,,,D759,Trudey,M,f,,895-557-9691,Lawson,697-481-1980,53216,,
760,f,739 Stone Corner Park,1995-04-22,S9311844,,,D760,Karin,F,t,,865-185-1995,Lucy,376-930-7722,73710,,
761,f,65 Talmadge Drive,1958-11-12,UP802588,,,D761,Prudence,M,f,,542-306-8402,Drillot,743-444-4779,93440,,
762,t,8581 Monterey Plaza,1984-11-03,M3320837,,,D762,Martyn,F,t,,916-718-5583,Dunnan,956-659-1310,39113,,
763,t,01 Crownhardt Center,1954-08-13,J9600767,,,D763,Prent,F,t,,546-966-6730,Skala,709-496-3404,79726,,
764,f,71805 Spohn Lane,2004-12-27,JL501540,,,D764,Morey,M,t,,417-803-1714,Whitlam,468-278-5580,69847,,
765,t,26156 Dryden Lane,1973-01-18,B0905922,,,D765,Chadwick,M,f,,485-146-5581,Addicote,830-122-3541,30790,,
766,f,85245 Brown Street,1977-03-06,CF865016,,,D766,Marcille,F,f,,270-584-1989,Rubinovitsch,445-421-9766,61653,,
767,t,678 Hintze Alley,1958-01-14,HS108570,,,D767,Roseline,F,t,,156-700-5339,Gouldthorpe,841-306-6523,52020,,
768,f,7 Briar Crest Plaza,1954-12-18,VI073101,,,D768,Jojo,F,f,,388-174-2952,Bossom,640-544-9993,62034,,
769,t,680 Londonderry Place,2013-04-05,TK440760,,,D769,Nelly,M,f,,798-371-2736,Jefferies,557-601-3544,39008,,
770,f,5907 Scott Junction,2015-05-31,KJ496070,,,D770,Gerik,F,t,,261-631-4372,Pahler,698-737-7744,82547,,
771,t,2 Blue Bill Park Place,1986-02-11,B7570190,,,D771,Felice,M,t,,934-512-3950,Koppke,497-533-7122,91733,,
772,f,176 Oneill Circle,1975-08-10,OV721571,,,D772,Flem,F,f,,222-115-9552,Skym,587-637-4515,69728,,
773,t,443 Northfield Place,2017-08-15,KD683588,,,D773,Hanan,F,t,,683-204-4530,Shufflebotham,579-792-7819,38667,,
774,t,6380 New Castle Plaza,2016-03-13,D9599817,,,D774,Harold,M,f,,915-133-6887,Stollen,702-529-3859,85355,,
775,t,5261 Twin Pines Lane,1998-04-26,PT887129,,,D775,Vito,M,f,,713-356-1824,Oxborrow,404-936-9826,82123,,
776,f,431 Ilene Point,1964-03-04,DS866132,,,D776,Shepherd,M,t,,408-872-4234,Philippault,684-409-2623,36160,,
777,t,99 Gateway Junction,2004-10-16,BZ545726,,,D777,Windham,F,t,,796-210-5364,Allchin,267-729-9916,47192,,
778,t,95195 Parkside Parkway,1978-07-13,DL100981,,,D778,Helene,F,t,,820-471-1322,Baldwin,746-161-2849,69586,,
779,f,916 Sachtjen Terrace,2007-04-06,AU289627,,,D779,Osbourn,F,f,,789-284-4613,Worton,924-470-2699,18371,,
780,f,60 Roth Avenue,1953-12-05,LD778904,,,D780,Remus,F,f,,705-518-1039,Serjeantson,787-678-5290,34315,,
781,t,8 Westridge Center,2009-02-05,O0259876,,,D781,Sorcha,F,f,,676-521-7167,Breznovic,540-560-6119,49978,,
782,f,5737 Duke Crossing,1982-01-10,RN552868,,,D782,Cherry,F,t,,124-328-8466,Fildery,232-759-8621,89291,,
783,t,26 Anhalt Drive,2007-11-04,HA203023,,,D783,Ardella,F,t,,126-903-9905,Delhay,647-283-6196,25874,,
784,f,46721 New Castle Park,2015-08-16,ZN384965,,,D784,Hinda,M,f,,868-452-0349,Douty,719-216-8933,65600,,
785,t,7123 Morningstar Crossing,1988-09-23,O0065918,,,D785,Iggy,M,f,,565-484-7296,Winscomb,192-177-8701,66314,,
786,f,23110 Schurz Point,2011-04-02,BK274862,,,D786,Livia,F,f,,0,Panther,658-669-2890,89571,,
787,t,0 Moose Parkway,1985-04-30,LU136974,,,D787,Dorelia,M,t,,451-779-0465,Durdle,112-134-1500,93698,,
788,t,71 Sherman Crossing,1997-03-24,UV150220,,,D788,Husein,F,f,,799-492-8043,Mullineux,297-483-0307,63309,,
789,t,0 Lindbergh Place,2005-05-14,OP145813,,,D789,Bennie,F,t,,0,Herreros,955-959-1450,33766,,
790,f,94859 Shelley Circle,1999-08-29,LJ491858,,,D790,Asa,F,t,,637-729-2878,Deroche,212-454-1749,43505,,
791,t,45419 La Follette Circle,1968-02-13,JE896466,,,D791,Del,M,f,,0,Petras,586-444-4045,17759,,
792,t,324 Hauk Way,1964-10-01,KI517197,,,D792,Stormy,F,t,,794-508-9721,Alderwick,430-733-1195,16129,,
793,f,55 Cardinal Terrace,2009-06-09,WP130793,,,D793,Josey,M,f,,185-557-6768,Kineton,887-266-8253,25871,,
794,f,1974 Canary Lane,2016-08-09,HM671064,,,D794,Vick,M,t,,446-216-1034,Lammers,728-928-1948,70817,,
795,t,70463 Eastlawn Trail,2019-01-18,PE861680,,,D795,Karry,M,t,,804-857-8135,Doucette,360-817-5113,51698,,
796,t,9221 West Lane,1989-11-09,CD129480,,,D796,Camille,M,t,,383-944-2870,Bendle,380-777-5200,83364,,
797,t,22860 Schurz Court,2004-02-05,LI357655,,,D797,Fred,M,t,,560-658-5392,Titley,541-228-1414,21035,,
798,f,57 Becker Alley,1980-06-15,HX267330,,,D798,Rodrique,F,f,,299-477-7187,Bow,179-744-3202,24946,,
799,t,686 Michigan Trail,1977-09-26,BU882650,,,D799,Harrie,F,t,,592-402-2889,Salvadore,795-820-2783,62231,,
800,f,35926 Myrtle Court,2017-08-30,BG190853,,,D800,Clevie,F,t,,0,Roddick,341-250-7829,45100,,
801,f,46463 Debra Terrace,1965-12-25,Q2009795,,,D801,Farrand,M,t,,899-958-8372,Sewards,757-297-9906,37590,,
802,t,54891 Shopko Plaza,2018-07-10,PT337153,,,D802,Curry,M,t,,601-103-1557,Dancy,393-103-1632,31394,,
803,f,798 Carberry Lane,2012-12-29,R9396690,,,D803,Brock,F,f,,0,Bodsworth,509-103-7107,24613,,
804,f,2 Johnson Circle,1960-09-30,I1875246,,,D804,Laurene,F,f,,415-103-6154,Waldron,631-199-3690,71448,,
805,t,7 Fairfield Circle,1957-11-22,UN125066,,,D805,Nicolais,M,t,,839-432-1977,Presslie,975-255-7484,79886,,
806,t,288 Kensington Center,1960-07-15,TQ989515,,,D806,Derrick,M,f,,0,Brotherhead,662-318-3345,47333,,
807,f,31 Morningstar Place,1964-08-06,RA021672,,,D807,Jermaine,F,t,,349-557-5465,Deluze,367-800-1460,91867,,
808,t,090 Orin Street,1961-01-07,XC279616,,,D808,Melamie,M,t,,810-274-2573,Hulstrom,324-832-6037,93538,,
809,t,589 Eastlawn Trail,1972-11-22,IL645429,,,D809,Gwenette,F,t,,347-757-4085,Whitelock,222-625-1221,88387,,
810,t,37484 Independence Junction,1975-05-06,KH456260,,,D810,Bar,M,t,,723-825-1496,Bushill,152-967-4448,78376,,
811,t,19487 Dahle Pass,1976-05-30,RO967041,,,D811,Jeanie,F,f,,800-418-6476,Guyan,500-615-3139,92133,,
812,t,7704 Carey Junction,2012-04-04,TP953405,,,D812,Corri,F,f,,0,Pantin,655-614-6715,60573,,
813,f,03 Mcbride Lane,1971-09-13,UJ143611,,,D813,Ellis,M,f,,268-562-1457,Dowzell,873-517-2841,63209,,
814,f,5064 Tony Street,1976-04-18,VF387068,,,D814,Enrico,F,f,,260-154-1982,Ghelerdini,280-178-1238,21231,,
815,f,6 Center Point,1959-11-18,FT067716,,,D815,Perry,M,f,,879-647-7478,Stenners,300-767-9865,68661,,
816,t,0585 Steensland Parkway,1971-12-13,ZS285761,,,D816,Dick,F,t,,0,Joyes,922-236-8308,53230,,
817,t,47 Forest Alley,1966-11-25,Z2485661,,,D817,Alf,F,f,,839-516-3262,Lillo,412-928-1733,39951,,
818,t,06818 Heffernan Avenue,1987-12-08,AF772963,,,D818,Cosetta,M,f,,0,Ditchett,221-837-3333,49220,,
819,f,27 Maywood Way,1984-03-08,P5852975,,,D819,Duffie,M,t,,0,Stoney,915-989-5879,15739,,
820,t,9501 Anzinger Road,1977-04-17,Z0236621,,,D820,Amberly,M,t,,594-865-6739,Haswall,970-882-3443,30454,,
821,f,6136 Upham Park,1963-04-23,J4925167,,,D821,Ilyse,F,t,,238-462-1609,Kingsly,982-872-3268,88269,,
822,t,33391 Dottie Center,1996-11-19,V7196296,,,D822,Suzi,F,f,,471-644-5621,Pallis,215-447-2789,66182,,
823,t,60 Tennyson Alley,1950-03-13,JV601499,,,D823,Clay,F,t,,240-717-3689,Charlon,437-254-5962,68214,,
824,f,3672 Monica Center,1988-02-22,V8239833,,,D824,Nanice,M,f,,0,Sawart,226-227-0940,85302,,
825,f,1 Cordelia Crossing,2010-12-12,QK638247,,,D825,Wileen,F,f,,0,Fawke,398-458-7470,60492,,
826,f,72 Luster Street,1985-11-07,D6735342,,,D826,Lauritz,F,t,,533-674-4920,Beswetherick,240-414-4567,10670,,
827,t,1277 Dapin Court,1985-08-16,JS225895,,,D827,Kerrill,F,t,,0,Jerram,680-891-0600,82792,,
828,f,29 Stoughton Crossing,1953-08-09,C8261779,,,D828,Gates,F,t,,368-755-3437,Georgot,708-419-5887,35320,,
829,f,97348 Morrow Hill,1979-10-28,XA605987,,,D829,Vida,M,t,,820-693-0983,Aloshkin,797-193-1812,88006,,
830,f,010 Schmedeman Plaza,2009-08-14,V4248571,,,D830,Jacky,F,f,,353-267-7524,Dils,193-291-3287,15795,,
831,f,79 Comanche Center,1998-11-13,T7052008,,,D831,Annora,F,t,,407-294-5728,Giorgiutti,241-327-4007,20206,,
832,t,7244 Farwell Place,1978-05-16,D4537293,,,D832,Zarla,M,t,,985-594-2979,Trelevan,334-264-1304,26069,,
833,t,1421 Independence Center,1958-03-13,CW098378,,,D833,Fred,F,f,,334-651-0757,Rough,326-252-0130,26212,,
834,f,9324 Hermina Avenue,2009-05-27,XJ468651,,,D834,Farrel,M,t,,718-944-5217,Putnam,511-240-2873,76913,,
835,t,4896 Pearson Center,1967-07-09,OX592894,,,D835,Abey,M,t,,273-627-1857,Martina,381-670-7667,89016,,
836,t,18 Orin Street,1965-05-28,GX041472,,,D836,Jimmy,M,f,,728-807-3893,MacHoste,571-104-0829,66135,,
837,t,3 Eliot Road,1991-05-03,I9837604,,,D837,Emmit,F,f,,0,Chestnutt,363-998-4148,48419,,
838,f,45268 Laurel Court,1998-09-20,HR760277,,,D838,Flora,F,t,,107-108-7519,Knewstub,835-396-0551,82839,,
839,t,31658 Buell Circle,1957-10-09,PM943360,,,D839,Milt,M,t,,0,Clulow,801-297-5224,66277,,
840,f,3520 Maywood Park,2006-08-21,BW808022,,,D840,Anastasie,M,t,,0,Britt,313-778-5954,84746,,
841,t,5134 Summer Ridge Pass,1964-02-25,GW929233,,,D841,Sherilyn,F,f,,0,Reynard,139-900-5441,33772,,
842,t,39 Kennedy Street,1979-01-04,MG419676,,,D842,Debera,F,f,,890-247-6839,Orhrt,648-693-7102,16828,,
843,t,5 Dexter Junction,1993-01-05,Z7029964,,,D843,Ferdinanda,F,t,,838-970-4059,Stigger,832-358-7139,51240,,
844,t,87295 Michigan Lane,1959-02-01,C1131627,,,D844,Abraham,F,f,,695-135-6154,Ferrucci,575-800-5902,89294,,
845,t,45045 East Circle,2015-11-05,JQ430230,,,D845,Mariellen,M,t,,842-162-4419,De Roos,147-939-3785,24469,,
846,t,5 Elka Hill,2006-04-05,MB796023,,,D846,Northrop,M,t,,302-655-2042,Dewicke,379-608-0931,32048,,
847,f,833 Acker Plaza,1991-04-19,IC443932,,,D847,Andra,F,f,,822-580-0048,Birkbeck,938-114-7158,76703,,
848,t,31937 Ridgeway Park,1964-09-12,JV601585,,,D848,Alfonso,M,f,,461-743-9263,Gronauer,353-699-5518,26562,,
849,t,26 Clyde Gallagher Hill,1968-06-10,IK279876,,,D849,Gran,M,t,,145-747-3306,Ventam,809-513-7744,22150,,
850,f,00174 Bobwhite Place,2015-11-18,Z4332176,,,D850,Ricard,M,f,,0,Tumayan,143-450-6364,19686,,
851,f,6 Pleasure Park,1973-07-22,KW181892,,,D851,Oona,F,t,,121-825-7049,Matej,334-367-7875,57512,,
852,f,70 Bultman Point,1952-04-15,E5201555,,,D852,Eleonore,F,t,,0,Laffoley-Lane,442-973-0522,47966,,
853,t,60 Fairfield Trail,1952-12-15,BI069697,,,D853,Garfield,M,t,,0,Zaczek,732-440-3643,43429,,
854,t,088 Macpherson Hill,2010-12-03,F1235849,,,D854,Dari,M,f,,235-211-1809,Kollas,487-635-5832,54361,,
855,t,711 Anhalt Terrace,1969-09-06,JM350878,,,D855,Sofie,F,t,,181-827-8299,Brockherst,697-969-6297,70121,,
856,f,0896 Katie Center,2019-05-06,HZ155826,,,D856,Melania,M,f,,0,Olliffe,360-505-7416,93223,,
857,t,9882 Forster Park,1955-01-07,M8241032,,,D857,Felecia,F,f,,686-757-9534,O'Longain,182-602-5542,60347,,
858,f,22 Sachs Drive,1987-12-18,LS016865,,,D858,Adelina,M,t,,153-202-1585,Ganning,129-911-9837,20922,,
